,Unnamed: 0,aX,aY,aZ,gX,gY,gZ
18537,18537,1.04,-0.25,-0.1,145.14,93.75,-15.93
18538,18538,1.07,-0.24,-0.07,138.61,93.75,-15.93
18539,18539,1.13,-0.22,-0.04,134.64,93.75,-15.93
18540,18540,1.21,-0.21,-0.03,130.68,93.75,-15.93
18541,18541,1.4,-0.19,-0.02,127.87,93.75,-15.93
18542,18542,1.48,-0.19,-0.01,127.08,93.75,-15.93
18543,18543,1.56,-0.19,-0.0,125.06,109.38,-15.99
18544,18544,1.77,-0.21,0.01,115.6,125.0,-15.99
18545,18545,1.8,-0.21,0.02,111.69,125.0,-15.99
18546,18546,1.82,-0.21,0.02,105.65,140.62,-15.99
18547,18547,1.82,-0.22,0.02,91.06,140.62,-15.99
18548,18548,1.8,-0.22,0.03,83.07,140.62,-15.99
18549,18549,1.76,-0.2,0.03,74.89,156.25,-15.99
18550,18550,1.71,-0.18,0.04,65.55,156.25,-15.99
18551,18551,1.61,-0.13,0.05,46.39,156.25,-15.99
18552,18552,1.57,-0.1,0.05,36.19,156.25,-15.99
18553,18553,1.53,-0.08,0.04,24.84,140.62,-15.99
18554,18554,1.49,-0.07,0.05,13.85,140.62,-15.99
18555,18555,1.4,-0.07,0.05,-7.45,140.62,-15.99
18556,18556,1.35,-0.07,0.05,-19.17,140.62,-15.99
18557,18557,1.3,-0.08,0.05,-25.94,140.62,-15.99
18558,18558,1.25,-0.09,0.06,-34.73,125.0,-15.99
18559,18559,1.2,-0.1,0.06,-42.05,125.0,-15.99
18560,18560,1.15,-0.11,0.06,-48.1,125.0,-15.99
18561,18561,1.1,-0.12,0.07,-53.1,125.0,-15.99
18562,18562,1.07,-0.14,0.05,-56.34,109.38,-15.99
18563,18563,1.03,-0.17,0.04,-56.46,109.38,-15.99
18564,18564,1.0,-0.18,0.04,-56.03,93.75,-15.99
18565,18565,0.95,-0.21,0.02,-48.46,93.75,-15.99
18566,18566,0.94,-0.2,0.02,-43.64,78.12,-15.99
18567,18567,0.92,-0.2,0.02,-37.35,78.12,-15.99
18568,18568,0.9,-0.21,0.02,-30.27,78.12,-15.99
18569,18569,0.88,-0.21,0.01,-20.75,62.5,-15.99
18570,18570,0.87,-0.21,0.0,-10.07,62.5,-15.99
18571,18571,0.86,-0.2,0.01,1.65,62.5,-15.99
18572,18572,0.85,-0.18,-0.0,13.85,62.5,-16.05
18573,18573,0.84,-0.15,-0.0,25.15,46.88,-16.05
18574,18574,0.82,-0.12,0.0,34.3,46.88,-16.05
18575,18575,0.8,-0.1,-0.0,42.91,46.88,-16.05
18576,18576,0.77,-0.04,-0.01,49.32,46.88,-16.05
18577,18577,0.75,0.0,-0.0,52.37,46.88,-16.05
18578,18578,0.73,0.03,-0.0,53.83,31.25,-16.05
18579,18579,0.71,0.06,-0.01,52.31,31.25,-16.05
18580,18580,0.7,0.07,-0.02,49.19,31.25,-16.05
18581,18581,0.7,0.06,-0.03,45.9,15.62,-16.05
18582,18582,0.7,0.04,-0.04,42.72,15.62,-16.05
18583,18583,0.71,0.03,-0.06,41.63,0.0,-16.05
18584,18584,0.74,-0.0,-0.1,43.15,0.0,-16.05
18585,18585,0.74,-0.02,-0.13,44.74,-15.62,-16.05
18586,18586,0.74,-0.04,-0.18,48.58,-15.62,-16.05
18587,18587,0.74,-0.05,-0.2,53.71,-31.25,-16.05
18588,18588,0.77,-0.05,-0.2,57.5,-31.25,-16.05
18589,18589,0.82,-0.04,-0.19,58.96,-46.88,-16.05
18590,18590,0.89,-0.04,-0.17,58.84,-62.5,-16.05
18591,18591,0.95,-0.02,-0.14,57.37,-62.5,-16.05
18592,18592,0.98,-0.03,-0.14,57.07,-78.12,-16.05
18593,18593,0.98,-0.03,-0.13,55.24,-78.12,-16.05
18594,18594,0.96,-0.03,-0.13,53.28,-78.12,-16.05
18595,18595,0.93,-0.01,-0.14,49.32,-93.75,-16.05
18596,18596,0.93,-0.0,-0.15,43.27,-109.38,-16.05
18597,18597,0.95,-0.01,-0.17,36.44,-125.0,-16.05
18598,18598,0.99,-0.03,-0.21,31.13,-125.0,-16.05
18599,18599,1.01,-0.05,-0.27,28.08,-140.62,-16.05
18600,18600,1.02,-0.07,-0.34,26.73,-140.62,-16.05
18601,18601,1.01,-0.08,-0.44,27.65,-140.62,-16.05
18602,18602,1.01,-0.07,-0.53,28.63,-140.62,-16.05
18603,18603,1.01,-0.05,-0.6,27.28,-140.62,-16.05
18604,18604,1.01,-0.0,-0.62,20.2,-140.62,-16.05
18605,18605,1.0,0.04,-0.6,4.52,-125.0,-16.11
18606,18606,0.97,0.09,-0.54,-18.55,-125.0,-16.11
18607,18607,0.94,0.16,-0.46,-51.51,-109.38,-16.11
18608,18608,0.92,0.22,-0.38,-88.13,-109.38,-16.11
18609,18609,0.95,0.27,-0.25,-126.46,-109.38,-16.11
18610,18610,1.01,0.3,-0.13,-161.87,-125.0,-16.11
18611,18611,1.13,0.29,-0.0,-197.51,-125.0,-16.11
18612,18612,1.25,0.28,0.09,-227.54,-109.38,-16.11
18613,18613,1.38,0.25,0.18,-255.86,-109.38,-16.11
18614,18614,1.5,0.21,0.25,-277.47,-93.75,-16.11
18615,18615,1.62,0.15,0.29,-297.42,-78.12,-16.11
18616,18616,1.75,0.06,0.33,-312.38,-62.5,-16.11
18617,18617,1.86,-0.02,0.34,-323.85,-46.88,-16.11
18618,18618,1.98,-0.13,0.33,-331.24,-31.25,-16.11
18619,18619,2.06,-0.23,0.29,-332.89,-15.62,-16.11
18620,18620,2.12,-0.35,0.25,-331.42,0.0,-16.11
18621,18621,2.15,-0.47,0.19,-325.5,15.62,-16.11
18622,18622,2.14,-0.57,0.12,-316.89,46.88,-16.11
18623,18623,2.09,-0.65,0.06,-304.87,46.88,-16.11
18624,18624,1.9,-0.76,-0.08,-273.38,62.5,-16.11
18625,18625,1.82,-0.78,-0.14,-255.92,62.5,-16.11
18626,18626,1.7,-0.77,-0.21,-235.84,62.5,-16.11
18627,18627,1.58,-0.75,-0.28,-215.45,62.5,-16.11
18628,18628,1.49,-0.7,-0.29,-195.92,62.5,-16.11
18629,18629,1.4,-0.63,-0.3,-182.13,62.5,-16.11
18630,18630,1.32,-0.54,-0.29,-172.36,46.88,-16.11
18631,18631,1.27,-0.37,0.03,-184.02,62.5,-16.11
18632,18632,1.15,-0.32,-0.01,-197.88,46.88,-16.11
18633,18633,1.04,-0.37,-0.09,-199.95,15.62,-16.11
18634,18634,1.07,-0.4,-0.11,-193.6,15.62,-16.11
18635,18635,1.12,-0.39,-0.13,-183.23,0.0,-16.11
18636,18636,1.16,-0.36,-0.15,-172.0,0.0,-16.11
18637,18637,1.17,-0.31,-0.13,-160.95,0.0,-16.17
18638,18638,1.16,-0.26,-0.1,-153.2,0.0,-16.17
18639,18639,1.13,-0.25,-0.07,-148.5,0.0,-16.17
18640,18640,1.1,-0.25,-0.02,-144.1,0.0,-16.17
18641,18641,1.08,-0.27,0.0,-138.43,0.0,-16.17
18642,18642,1.06,-0.31,0.03,-129.76,0.0,-16.17
18643,18643,1.04,-0.35,0.05,-119.32,0.0,-16.17
18644,18644,1.02,-0.39,0.06,-109.68,0.0,-16.17
18645,18645,1.01,-0.43,0.07,-100.83,0.0,-16.17
18646,18646,1.0,-0.49,0.06,-91.55,0.0,-16.17
18647,18647,0.98,-0.53,0.05,-81.36,0.0,-16.17
18648,18648,0.97,-0.57,0.05,-68.12,0.0,-16.17
18649,18649,0.96,-0.59,0.04,-55.24,0.0,-16.17
18650,18650,0.94,-0.6,0.03,-42.24,0.0,-16.17
18651,18651,0.92,-0.59,0.02,-32.41,0.0,-16.17
18652,18652,0.89,-0.57,0.0,-23.99,0.0,-16.17
18653,18653,0.87,-0.55,-0.02,-16.6,0.0,-16.17
18654,18654,0.84,-0.54,-0.04,-9.95,-15.62,-16.17
18655,18655,0.83,-0.53,-0.08,-2.26,-15.62,-16.17
18656,18656,0.83,-0.52,-0.11,4.64,-15.62,-16.17
18657,18657,0.85,-0.5,-0.14,11.05,-15.62,-16.17
18658,18658,0.86,-0.5,-0.16,17.52,-31.25,-16.17
18659,18659,0.88,-0.5,-0.18,22.77,-31.25,-16.17
18660,18660,0.88,-0.5,-0.2,28.32,-31.25,-16.17
18661,18661,0.89,-0.5,-0.22,32.71,-46.88,-16.17
18662,18662,0.91,-0.49,-0.21,35.83,-46.88,-16.17
18663,18663,1.04,-0.59,-0.31,54.38,-62.5,-16.17
18664,18664,1.15,-0.65,-0.3,65.43,-78.12,-16.17
18665,18665,1.23,-0.67,-0.31,75.2,-78.12,-16.17
18666,18666,1.27,-0.69,-0.35,88.13,-62.5,-16.17
18667,18667,1.28,-0.69,-0.36,101.75,-62.5,-16.17
18668,18668,1.26,-0.69,-0.37,112.49,-62.5,-16.17
18669,18669,1.23,-0.66,-0.38,126.04,-62.5,-16.17
18670,18670,1.21,-0.62,-0.38,138.06,-62.5,-16.24
18671,18671,1.17,-0.55,-0.39,149.17,-46.88,-16.24
18672,18672,1.13,-0.49,-0.39,156.25,-46.88,-16.24
18673,18673,1.07,-0.42,-0.38,160.4,-31.25,-16.24
18674,18674,1.0,-0.39,-0.38,162.35,-31.25,-16.24
18675,18675,0.94,-0.37,-0.36,164.43,-31.25,-16.24
18676,18676,0.9,-0.37,-0.34,167.24,-15.62,-16.24
18677,18677,0.85,-0.35,-0.31,170.84,-15.62,-16.24
18678,18678,0.84,-0.34,-0.27,173.22,-15.62,-16.24
18679,18679,0.85,-0.32,-0.22,174.8,-15.62,-16.24
18680,18680,0.88,-0.3,-0.18,177.0,-15.62,-16.24
18681,18681,0.95,-0.29,-0.15,179.69,-31.25,-16.24
18682,18682,1.05,-0.3,-0.13,185.79,-31.25,-16.24
18683,18683,1.17,-0.32,-0.14,195.62,-15.62,-16.24
18684,18684,1.29,-0.32,-0.18,207.03,-15.62,-16.24
18685,18685,1.44,-0.34,-0.18,221.37,-15.62,-16.24
18686,18686,1.56,-0.32,-0.11,233.4,0.0,-16.24
18687,18687,1.7,-0.3,-0.19,251.83,15.62,-16.24
18688,18688,1.83,-0.28,-0.14,262.63,31.25,-16.24
18689,18689,1.91,-0.22,-0.1,271.3,46.88,-16.24
18690,18690,1.96,-0.18,-0.1,278.81,78.12,-16.24
18691,18691,1.98,-0.14,-0.09,283.33,93.75,-16.24
18692,18692,2.01,-0.1,-0.08,283.33,109.38,-16.24
18693,18693,2.04,-0.04,-0.08,278.93,125.0,-16.24
18694,18694,2.07,0.01,-0.07,268.01,140.62,-16.24
18695,18695,2.03,-0.05,-0.04,275.39,156.25,-16.24
18696,18696,1.94,0.2,-0.1,236.82,156.25,-16.24
18697,18697,2.07,0.06,-0.07,216.13,187.5,-16.24
18698,18698,1.91,0.17,-0.06,191.41,203.12,-16.24
18699,18699,1.66,0.16,-0.09,127.32,187.5,-16.24
18700,18700,1.5,0.15,-0.12,65.06,187.5,-16.24
18701,18701,1.48,0.11,-0.13,37.17,187.5,-16.24
18702,18702,1.41,0.08,-0.12,9.16,171.88,-16.3
18703,18703,1.36,0.02,-0.12,-15.62,171.88,-16.3
18704,18704,1.31,-0.0,-0.11,-37.78,171.88,-16.3
18705,18705,1.27,-0.02,-0.11,-58.9,156.25,-16.3
18706,18706,1.23,-0.05,-0.1,-76.78,140.62,-16.3
18707,18707,1.2,-0.08,-0.09,-89.17,140.62,-16.3
18708,18708,1.17,-0.12,-0.07,-97.96,140.62,-16.3
18709,18709,1.12,-0.14,-0.06,-101.2,125.0,-16.3
18710,18710,1.08,-0.15,-0.04,-100.59,125.0,-16.3
18711,18711,1.05,-0.17,-0.04,-96.07,109.38,-16.3
18712,18712,1.02,-0.17,-0.04,-88.01,109.38,-16.3
18713,18713,1.01,-0.18,-0.04,-77.7,109.38,-16.3
18714,18714,0.99,-0.18,-0.04,-65.92,93.75,-16.3
18715,18715,0.98,-0.16,-0.05,-52.67,93.75,-16.3
18716,18716,0.95,-0.15,-0.07,-38.88,93.75,-16.3
18717,18717,0.91,-0.13,-0.08,-25.88,93.75,-16.3
18718,18718,0.88,-0.11,-0.08,-12.94,93.75,-16.3
18719,18719,0.85,-0.07,-0.07,-1.4,93.75,-16.3
18720,18720,0.82,-0.05,-0.05,8.06,93.75,-16.3
18721,18721,0.8,-0.02,-0.04,14.34,93.75,-16.3
18722,18722,0.79,-0.0,-0.03,18.13,78.12,-16.3
18723,18723,0.79,0.01,-0.01,20.32,78.12,-16.3
18724,18724,0.81,0.02,-0.01,19.04,78.12,-16.3
18725,18725,0.83,0.03,0.01,16.6,78.12,-16.3
18726,18726,0.86,0.02,0.01,12.88,78.12,-16.3
18727,18727,0.86,0.01,0.01,8.61,78.12,-16.3
18728,18728,0.87,0.01,0.01,2.81,78.12,-16.3
18729,18729,0.85,0.01,0.0,-2.69,78.12,-16.3
18730,18730,0.83,0.01,-0.01,-8.61,78.12,-16.3
18731,18731,0.8,0.02,-0.01,-14.16,78.12,-16.3
18732,18732,0.77,0.02,-0.03,-20.39,78.12,-16.3
18733,18733,0.75,0.02,-0.04,-25.02,62.5,-16.3
18734,18734,0.72,0.02,-0.05,-30.21,62.5,-16.3
18735,18735,0.69,0.01,-0.06,-33.81,62.5,-16.3
18736,18736,0.67,0.02,-0.07,-38.51,46.88,-16.36
18737,18737,0.68,0.06,-0.07,-43.03,46.88,-16.36
18738,18738,0.78,0.04,-0.06,-47.49,31.25,-16.36
18739,18739,0.92,-0.01,-0.05,-50.54,15.62,-16.36
18740,18740,1.0,-0.04,-0.05,-52.25,15.62,-16.36
18741,18741,1.03,-0.09,-0.07,-51.15,15.62,-16.36
18742,18742,1.03,-0.11,-0.08,-48.1,15.62,-16.36
18743,18743,1.0,-0.11,-0.08,-45.84,15.62,-16.36
18744,18744,0.99,-0.1,-0.08,-46.02,0.0,-16.36
18745,18745,1.02,-0.13,-0.09,-45.17,-15.62,-16.36
18746,18746,1.08,-0.15,-0.1,-44.25,-31.25,-16.36
18747,18747,1.1,-0.19,-0.12,-43.03,-31.25,-16.36
18748,18748,1.05,-0.22,-0.13,-42.3,-31.25,-16.36
18749,18749,0.99,-0.24,-0.15,-42.91,-31.25,-16.36
18750,18750,0.91,-0.24,-0.17,-42.6,-31.25,-16.36
18751,18751,0.88,-0.24,-0.19,-43.46,-46.88,-16.36
18752,18752,0.86,-0.23,-0.22,-43.7,-46.88,-16.36
18753,18753,0.87,-0.23,-0.24,-44.25,-62.5,-16.36
18754,18754,0.88,-0.21,-0.25,-45.9,-62.5,-16.36
18755,18755,0.9,-0.18,-0.23,-49.56,-62.5,-16.36
18756,18756,0.94,-0.14,-0.21,-55.54,-62.5,-16.36
18757,18757,1.0,-0.1,-0.19,-61.46,-78.12,-16.36
18758,18758,1.08,-0.07,-0.15,-68.66,-78.12,-16.36
18759,18759,1.18,-0.05,-0.1,-77.15,-78.12,-16.36
18760,18760,1.27,-0.05,-0.07,-84.59,-78.12,-16.36
18761,18761,1.38,-0.07,-0.03,-93.14,-78.12,-16.36
18762,18762,1.46,-0.08,0.01,-99.06,-78.12,-16.36
18763,18763,1.56,-0.12,0.04,-104.37,-78.12,-16.36
18764,18764,1.63,-0.15,0.05,-109.44,-62.5,-16.36
18765,18765,1.73,-0.19,0.05,-112.55,-62.5,-16.36
18766,18766,1.81,-0.22,0.06,-116.82,-62.5,-16.36
18767,18767,1.86,-0.25,0.06,-122.99,-46.88,-16.36
18768,18768,1.89,-0.28,0.06,-130.13,-46.88,-16.36
18769,18769,1.89,-0.3,0.06,-137.39,-31.25,-16.36
18770,18770,1.89,-0.33,0.06,-146.06,-31.25,-16.42
18771,18771,1.89,-0.35,0.05,-152.28,-31.25,-16.42
18772,18772,1.88,-0.37,0.04,-158.45,-31.25,-16.42
18773,18773,1.85,-0.38,0.02,-163.09,-15.62,-16.42
18774,18774,1.8,-0.36,-0.01,-168.95,-15.62,-16.42
18775,18775,1.76,-0.33,0.05,-180.48,-15.62,-16.42
18776,18776,1.64,-0.26,0.13,-204.77,0.0,-16.42
18777,18777,1.51,-0.25,0.06,-222.41,0.0,-16.42
18778,18778,1.41,-0.31,-0.01,-232.85,-15.62,-16.42
18779,18779,1.37,-0.36,-0.05,-239.93,-15.62,-16.42
18780,18780,1.37,-0.4,-0.12,-242.31,-31.25,-16.42
18781,18781,1.37,-0.4,-0.16,-244.63,-31.25,-16.42
18782,18782,1.36,-0.38,-0.2,-248.96,-31.25,-16.42
18783,18783,1.32,-0.35,-0.2,-255.55,-15.62,-16.42
18784,18784,1.27,-0.31,-0.2,-262.15,-15.62,-16.42
18785,18785,1.21,-0.28,-0.17,-267.27,-15.62,-16.42
18786,18786,1.17,-0.26,-0.14,-269.71,-15.62,-16.42
18787,18787,1.14,-0.25,-0.11,-268.86,-15.62,-16.42
18788,18788,1.1,-0.27,-0.08,-265.44,-31.25,-16.42
18789,18789,1.08,-0.28,-0.06,-259.03,-31.25,-16.42
18790,18790,1.05,-0.32,-0.04,-239.38,-31.25,-16.42
18791,18791,1.04,-0.34,-0.01,-230.04,-31.25,-16.42
18792,18792,1.03,-0.35,0.01,-220.64,-31.25,-16.42
18793,18793,1.01,-0.39,0.02,-210.75,-31.25,-16.42
18794,18794,1.0,-0.43,0.04,-199.4,-31.25,-16.42
18795,18795,0.98,-0.49,0.06,-183.41,-15.62,-16.42
18796,18796,0.97,-0.53,0.07,-165.71,-15.62,-16.42
18797,18797,0.95,-0.57,0.07,-144.53,-15.62,-16.42
18798,18798,0.93,-0.6,0.06,-123.11,-15.62,-16.42
18799,18799,0.92,-0.62,0.04,-100.04,-15.62,-16.42
18800,18800,0.92,-0.63,0.02,-79.41,-15.62,-16.42
18801,18801,0.92,-0.63,-0.01,-59.69,-15.62,-16.42
18802,18802,0.91,-0.62,-0.03,-42.79,-15.62,-16.42
18803,18803,0.92,-0.61,-0.07,-25.82,-31.25,-16.48
18804,18804,0.92,-0.61,-0.1,-10.74,-31.25,-16.48
18805,18805,0.93,-0.6,-0.14,2.62,-31.25,-16.48
18806,18806,0.94,-0.59,-0.17,17.52,-31.25,-16.48
18807,18807,0.95,-0.6,-0.21,31.74,-31.25,-16.48
18808,18808,0.94,-0.6,-0.24,45.78,-31.25,-16.48
18809,18809,0.94,-0.59,-0.27,57.37,-46.88,-16.48
18810,18810,0.93,-0.59,-0.3,69.64,-46.88,-16.48
18811,18811,0.92,-0.59,-0.34,79.96,-46.88,-16.48
18812,18812,0.92,-0.6,-0.37,89.6,-62.5,-16.48
18813,18813,0.92,-0.6,-0.4,97.23,-62.5,-16.48
18814,18814,0.93,-0.59,-0.4,104.13,-62.5,-16.48
18815,18815,0.97,-0.62,-0.48,116.7,-78.12,-16.48
18816,18816,1.07,-0.7,-0.54,136.23,-93.75,-16.48
18817,18817,1.19,-0.71,-0.5,146.12,-93.75,-16.48
18818,18818,1.24,-0.66,-0.51,154.85,-78.12,-16.48
18819,18819,1.25,-0.61,-0.52,165.34,-62.5,-16.48
18820,18820,1.24,-0.56,-0.51,171.81,-62.5,-16.48
18821,18821,1.23,-0.49,-0.48,176.09,-62.5,-16.48
18822,18822,1.25,-0.45,-0.48,179.38,-62.5,-16.48
18823,18823,1.29,-0.38,-0.47,180.3,-46.88,-16.48
18824,18824,1.12,-0.23,-0.37,150.94,0.0,-16.48
18825,18825,1.06,-0.22,-0.35,144.65,0.0,-16.48
18826,18826,1.02,-0.21,-0.35,139.34,15.62,-16.48
18827,18827,1.0,-0.19,-0.35,133.61,15.62,-16.48
18828,18828,0.99,-0.17,-0.37,129.76,31.25,-16.48
18829,18829,1.0,-0.16,-0.37,125.73,31.25,-16.48
18830,18830,1.0,-0.14,-0.37,119.45,46.88,-16.48
18831,18831,1.02,-0.15,-0.38,118.35,46.88,-16.48
18832,18832,1.18,-0.19,-0.3,119.75,46.88,-16.48
18833,18833,1.27,-0.2,-0.34,125.31,46.88,-16.48
18834,18834,1.38,-0.23,-0.32,134.95,46.88,-16.54
18835,18835,1.52,-0.24,-0.29,143.43,62.5,-16.54
18836,18836,1.64,-0.24,-0.27,152.34,62.5,-16.54
18837,18837,1.76,-0.23,-0.24,161.62,78.12,-16.54
18838,18838,1.87,-0.23,-0.21,170.29,93.75,-16.54
18839,18839,1.96,-0.21,-0.19,179.63,109.38,-16.54
18840,18840,2.01,-0.2,-0.17,186.52,125.0,-16.54
18841,18841,2.04,-0.16,-0.15,192.32,140.62,-16.54
18842,18842,2.03,-0.13,-0.14,193.97,156.25,-16.54
18843,18843,2.01,-0.1,-0.13,192.14,171.88,-16.54
18844,18844,1.97,-0.06,-0.12,185.73,171.88,-16.54
18845,18845,1.93,-0.03,-0.11,175.42,171.88,-16.54
18846,18846,1.9,-0.01,-0.12,161.25,187.5,-16.54
18847,18847,1.86,0.0,-0.12,144.53,187.5,-16.54
18848,18848,1.81,0.0,-0.12,127.32,187.5,-16.54
18849,18849,1.75,0.01,-0.12,109.01,187.5,-16.54
18850,18850,1.69,0.0,-0.13,91.19,171.88,-16.54
18851,18851,1.56,-0.03,-0.13,54.81,171.88,-16.54
18852,18852,1.53,-0.03,-0.12,38.33,171.88,-16.54
18853,18853,1.48,-0.04,-0.12,22.03,156.25,-16.54
18854,18854,1.42,-0.05,-0.09,6.23,156.25,-16.54
18855,18855,1.35,-0.05,-0.09,-7.39,156.25,-16.54
18856,18856,1.29,-0.06,-0.08,-18.74,156.25,-16.54
18857,18857,1.24,-0.07,-0.08,-28.38,140.62,-16.54
18858,18858,1.19,-0.09,-0.07,-35.77,140.62,-16.54
18859,18859,1.13,-0.1,-0.06,-40.59,140.62,-16.54
18860,18860,1.11,-0.1,-0.06,-41.2,125.0,-16.54
18861,18861,1.07,-0.09,-0.03,-40.95,125.0,-16.54
18862,18862,1.03,-0.08,-0.02,-39.86,125.0,-16.54
18863,18863,0.99,-0.08,-0.01,-38.39,125.0,-16.54
18864,18864,0.96,-0.09,-0.01,-35.03,125.0,-16.54
18865,18865,0.92,-0.1,0.01,-29.97,125.0,-16.54
18866,18866,0.89,-0.1,0.0,-22.34,125.0,-16.6
18867,18867,0.85,-0.1,0.0,-14.34,109.38,-16.6
18868,18868,0.82,-0.09,-0.0,-5.62,109.38,-16.6
18869,18869,0.78,-0.09,-0.02,5.37,109.38,-16.6
18870,18870,0.76,-0.08,-0.03,15.99,109.38,-16.6
18871,18871,0.75,-0.06,-0.04,25.21,93.75,-16.6
18872,18872,0.73,-0.06,-0.04,36.62,93.75,-16.6
18873,18873,0.72,-0.04,-0.05,46.02,93.75,-16.6
18874,18874,0.71,-0.03,-0.05,56.09,93.75,-16.6
18875,18875,0.7,-0.02,-0.07,64.27,78.12,-16.6
18876,18876,0.68,0.0,-0.07,72.08,78.12,-16.6
18877,18877,0.66,0.02,-0.07,77.58,78.12,-16.6
18878,18878,0.63,0.03,-0.09,81.91,78.12,-16.6
18879,18879,0.6,0.03,-0.08,88.87,62.5,-16.6
18880,18880,0.58,0.01,-0.1,94.67,62.5,-16.6
18881,18881,0.57,0.01,-0.11,96.98,46.88,-16.6
18882,18882,0.57,0.02,-0.13,96.92,46.88,-16.6
18883,18883,0.59,0.05,-0.16,93.63,31.25,-16.6
18884,18884,0.6,0.05,-0.2,90.15,31.25,-16.6
18885,18885,0.6,0.03,-0.22,84.59,15.62,-16.6
18886,18886,0.6,0.02,-0.2,85.69,15.62,-16.6
18887,18887,0.58,0.03,-0.2,83.25,0.0,-16.6
18888,18888,0.58,0.06,-0.2,78.98,0.0,-16.6
18889,18889,0.57,0.09,-0.2,73.36,-15.62,-16.6
18890,18890,0.56,0.12,-0.19,63.54,-15.62,-16.6
18891,18891,0.68,0.13,-0.15,39.92,-46.88,-16.6
18892,18892,0.84,0.08,-0.1,26.43,-78.12,-16.6
18893,18893,0.93,0.07,-0.08,18.8,-78.12,-16.6
18894,18894,1.01,0.05,-0.07,11.23,-93.75,-16.6
18895,18895,1.05,0.03,-0.06,4.09,-93.75,-16.6
18896,18896,1.07,0.03,-0.04,-5.68,-93.75,-16.6
18897,18897,1.15,0.02,-0.07,-26.79,-125.0,-16.66
18898,18898,1.23,0.0,-0.07,-37.29,-140.62,-16.66
18899,18899,1.29,-0.02,-0.1,-48.58,-140.62,-16.66
18900,18900,1.31,-0.05,-0.13,-59.75,-156.25,-16.66
18901,18901,1.29,-0.09,-0.17,-69.76,-156.25,-16.66
18902,18902,1.25,-0.11,-0.2,-78.98,-156.25,-16.66
18903,18903,1.25,-0.14,-0.23,-96.56,-171.88,-16.66
18904,18904,1.25,-0.13,-0.23,-106.81,-171.88,-16.66
18905,18905,1.25,-0.1,-0.22,-120.0,-171.88,-16.66
18906,18906,1.24,-0.08,-0.2,-134.34,-171.88,-16.66
18907,18907,1.22,-0.04,-0.15,-150.94,-171.88,-16.66
18908,18908,1.24,-0.0,-0.08,-166.81,-171.88,-16.66
18909,18909,1.29,0.03,-0.02,-183.35,-171.88,-16.66
18910,18910,1.38,0.05,0.04,-198.06,-187.5,-16.66
18911,18911,1.52,0.06,0.12,-210.39,-187.5,-16.66
18912,18912,1.65,0.04,0.16,-220.28,-187.5,-16.66
18913,18913,1.82,0.01,0.17,-227.48,-187.5,-16.66
18914,18914,1.99,-0.03,0.18,-233.7,-187.5,-16.66
18915,18915,2.13,-0.09,0.16,-239.07,-171.88,-16.66
18916,18916,2.22,-0.14,0.13,-242.19,-156.25,-16.66
18917,18917,2.25,-0.19,0.12,-245.97,-140.62,-16.66
18918,18918,2.21,-0.24,0.12,-251.77,-125.0,-16.66
18919,18919,2.14,-0.27,0.19,-265.01,-93.75,-16.66
18920,18920,2.02,-0.28,0.28,-286.38,-93.75,-16.66
18921,18921,1.92,-0.33,0.27,-304.32,-78.12,-16.66
18922,18922,1.81,-0.46,0.26,-331.48,-78.12,-16.66
18923,18923,1.77,-0.47,0.22,-340.7,-62.5,-16.66
18924,18924,1.71,-0.45,0.14,-349.06,-62.5,-16.66
18925,18925,1.62,-0.38,0.05,-355.9,-46.88,-16.66
18926,18926,1.54,-0.28,-0.01,-364.5,-31.25,-16.66
18927,18927,1.46,-0.18,-0.05,-374.82,-31.25,-16.66
18928,18928,1.37,-0.1,-0.09,-385.74,-31.25,-16.66
18929,18929,1.31,-0.08,-0.09,-394.71,-31.25,-16.72
18930,18930,1.27,-0.09,-0.08,-400.82,-31.25,-16.72
18931,18931,1.25,-0.13,-0.04,-403.93,-31.25,-16.72
18932,18932,1.23,-0.17,-0.01,-401.67,-31.25,-16.72
18933,18933,1.22,-0.2,0.02,-396.73,-31.25,-16.72
18934,18934,1.21,-0.25,0.06,-387.45,-31.25,-16.72
18935,18935,1.19,-0.28,0.11,-376.71,-31.25,-16.72
18936,18936,1.18,-0.33,0.13,-365.48,-15.62,-16.72
18937,18937,1.18,-0.41,0.16,-352.17,-15.62,-16.72
18938,18938,1.18,-0.48,0.19,-332.7,-15.62,-16.72
18939,18939,1.15,-0.56,0.22,-306.76,0.0,-16.72
18940,18940,1.12,-0.6,0.25,-276.79,0.0,-16.72
18941,18941,1.08,-0.63,0.27,-244.02,15.62,-16.72
18942,18942,1.03,-0.65,0.28,-210.94,15.62,-16.72
18943,18943,0.98,-0.64,0.27,-175.66,15.62,-16.72
18944,18944,0.95,-0.63,0.27,-141.97,15.62,-16.72
18945,18945,0.92,-0.61,0.25,-110.11,15.62,-16.72
18946,18946,0.9,-0.58,0.22,-81.91,15.62,-16.72
18947,18947,0.88,-0.54,0.19,-57.92,15.62,-16.72
18948,18948,0.86,-0.5,0.15,-39.79,15.62,-16.72
18949,18949,0.85,-0.46,0.1,-26.25,0.0,-16.72
18950,18950,0.84,-0.44,0.07,-17.09,0.0,-16.72
18951,18951,0.83,-0.42,0.0,-10.93,-15.62,-16.72
18952,18952,0.83,-0.41,-0.03,-12.15,-15.62,-16.72
