,time,aX,aY,aZ,gX,gY,gZ
16694,67859.0,-0.61,-0.95,-2.18,-16.11,-171.88,-16.17
16695,67866.0,-1.34,-0.69,-2.22,-36.56,-187.5,-16.17
16696,67874.0,-1.9,0.39,-1.7,-100.95,-218.75,-16.17
16697,67881.0,-1.66,1.14,-1.38,-128.36,-234.38,-16.17
16698,67888.0,-0.83,0.06,-1.31,-94.36,-203.12,-16.17
16699,67896.0,-0.54,-1.83,-1.7,-120.06,-187.5,-16.17
16700,67904.0,0.41,-2.12,-1.93,-64.15,-171.88,-16.17
16701,67911.0,0.67,-2.11,-1.94,-16.17,-140.62,-16.17
16702,67918.0,0.88,-1.61,-2.09,-10.74,-62.5,-16.17
16703,67926.0,0.58,-0.85,-2.24,-8.91,46.88,-16.17
16704,67934.0,-0.43,-0.44,-2.46,-25.09,156.25,-16.17
16705,67941.0,-1.11,-0.34,-2.51,-33.26,187.5,-16.17
16706,67949.0,-1.29,-0.44,-2.33,-30.09,203.12,-16.17
16707,67956.0,-1.18,-0.53,-2.05,-27.71,234.38,-16.17
16708,67963.0,-1.09,-0.65,-1.67,-22.71,250.0,-16.17
16709,67971.0,-1.03,-0.8,-1.34,-10.25,265.62,-16.17
16710,67978.0,-0.96,-0.9,-1.06,14.1,265.62,-16.17
16711,67987.0,-0.85,-0.9,-0.81,45.78,265.62,-16.17
16712,67994.0,-0.75,-0.78,-0.62,74.34,265.62,-16.17
16713,68001.0,-0.73,-0.59,-0.49,96.68,265.62,-16.17
16714,68008.0,-0.73,-0.36,-0.37,105.41,250.0,-16.17
16715,68016.0,-0.72,-0.21,-0.26,104.31,250.0,-16.17
16716,68024.0,-0.73,-0.14,-0.21,97.11,250.0,-16.17
16717,68032.0,-0.75,-0.12,-0.16,84.29,250.0,-16.17
16718,68039.0,-0.71,-0.14,-0.12,74.34,234.38,-16.17
16719,68046.0,-0.65,-0.16,-0.08,68.73,234.38,-16.17
16720,68056.0,-0.55,-0.15,0.08,66.53,234.38,-16.17
16721,68061.0,-0.51,-0.1,0.19,64.03,218.75,-16.17
16722,68069.0,-0.44,0.03,0.39,53.41,203.12,-16.17
16723,68076.0,-0.4,0.17,0.57,36.07,203.12,-16.17
16724,68091.0,-0.38,0.38,0.89,-1.89,156.25,-16.17
16725,68098.0,-0.38,0.43,0.97,-9.52,125.0,-16.24
16726,68114.0,-0.03,0.24,0.41,19.47,15.62,-16.24
16727,68121.0,0.4,-0.04,0.05,19.65,-31.25,-16.24
16728,68128.0,0.91,-0.42,-0.22,28.14,-62.5,-16.24
16729,68144.0,0.82,-0.74,0.03,86.12,-78.12,-16.24
16730,68151.0,0.29,-0.39,0.28,85.57,-109.38,-16.24
16731,68159.0,0.0,-0.03,0.44,55.91,-140.62,-16.24
16732,68166.0,-0.07,0.13,0.4,26.61,-187.5,-16.24
16733,68173.0,-0.18,0.28,0.22,-2.08,-218.75,-16.24
16734,68181.0,-0.3,0.38,0.03,-32.04,-250.0,-16.24
16735,68188.0,-0.37,0.41,-0.18,-58.59,-296.88,-16.24
16736,68197.0,-0.38,0.37,-0.4,-86.98,-328.12,-16.24
16737,68204.0,-0.38,0.26,-0.69,-116.09,-328.12,-16.24
16738,68211.0,-0.39,0.04,-1.2,-139.65,-312.5,-16.24
16739,68218.0,-0.46,-0.31,-1.93,-120.42,-296.88,-16.24
16740,68226.0,-0.71,-0.72,-2.33,-68.18,-250.0,-16.24
16741,68234.0,-1.31,-1.0,-2.55,-9.22,-218.75,-16.24
16742,68241.0,-1.84,-0.93,-2.54,41.81,-234.38,-16.24
16743,68249.0,-2.26,-0.59,-2.16,74.34,-234.38,-16.24
16744,68256.0,-2.7,-0.36,-1.63,86.06,-281.25,-16.24
16745,68263.0,-2.29,-0.31,-0.94,62.44,-406.25,-16.24
16746,68271.0,-0.25,-0.97,-0.91,-6.53,-468.75,-16.24
16747,68279.0,2.3,-1.27,-0.91,-124.82,-406.25,-16.24
16748,68286.0,2.36,-0.61,-1.93,-200.81,-218.75,-16.24
16749,68293.0,1.86,-0.79,-3.28,-283.57,-78.12,-16.24
16750,68301.0,1.92,-2.0,-3.21,-183.59,78.12,-16.24
16751,68309.0,0.21,-0.91,-2.91,-51.45,218.75,-16.24
16752,68316.0,-0.97,0.33,-2.55,-22.71,281.25,-16.24
16753,68324.0,-0.89,0.23,-1.96,-33.81,328.12,-16.24
16754,68331.0,-0.74,-0.44,-1.51,-35.89,375.0,-16.24
16755,68339.0,-0.92,-1.01,-1.18,-44.68,406.25,-16.24
16756,68346.0,-1.17,-1.11,-0.89,-40.34,390.62,-16.24
16757,68354.0,-1.2,-1.23,-0.56,-17.46,343.75,-16.3
16758,68362.0,-1.06,-1.26,-0.32,34.42,312.5,-16.3
16759,68369.0,-0.97,-1.07,-0.12,90.27,281.25,-16.3
16760,68376.0,-0.95,-0.77,-0.02,129.76,250.0,-16.3
16761,68383.0,-0.92,-0.42,0.07,146.97,234.38,-16.3
16762,68391.0,-0.89,-0.22,0.18,155.58,218.75,-16.3
16763,68399.0,-0.89,-0.1,0.21,158.14,218.75,-16.3
16764,68406.0,-0.9,0.04,0.26,146.73,203.12,-16.3
16765,68414.0,-0.94,0.26,0.29,120.97,187.5,-16.3
16766,68421.0,-0.92,0.44,0.37,76.84,171.88,-16.3
16767,68428.0,-0.89,0.53,0.5,31.19,156.25,-16.3
16768,68436.0,-0.8,0.61,0.56,-14.4,140.62,-16.3
16769,68444.0,-0.69,0.64,0.43,-33.02,109.38,-16.3
16770,68451.0,-0.57,0.43,0.24,-31.49,78.12,-16.3
16771,68458.0,-0.34,0.02,-0.09,-26.92,31.25,-16.3
16772,68466.0,0.04,-0.32,-0.47,-8.3,-31.25,-16.3
16773,68473.0,0.59,-0.65,-0.52,46.26,-62.5,-16.3
16774,68482.0,0.88,-0.8,-0.17,107.18,-78.12,-16.3
16775,68489.0,0.75,-0.65,0.19,130.37,-78.12,-16.3
16776,68496.0,0.41,-0.34,0.4,122.56,-78.12,-16.3
16777,68503.0,0.06,-0.03,0.49,101.44,-93.75,-16.3
16778,68511.0,-0.13,0.1,0.48,75.87,-125.0,-16.3
16779,68519.0,-0.23,0.2,0.46,53.22,-171.88,-16.3
16780,68526.0,-0.23,0.22,0.38,33.63,-218.75,-16.3
16781,68534.0,-0.14,0.12,0.13,3.48,-265.62,-16.3
16782,68541.0,-0.06,0.02,-0.06,-28.81,-281.25,-16.3
16783,68549.0,-0.05,-0.11,-0.31,-57.98,-296.88,-16.3
16784,68556.0,-0.08,-0.28,-0.59,-85.63,-296.88,-16.3
16785,68563.0,-0.09,-0.56,-1.01,-100.65,-281.25,-16.3
16786,68572.0,-0.14,-0.84,-1.63,-78.55,-250.0,-16.3
16787,68579.0,-0.39,-0.99,-2.04,-34.85,-218.75,-16.3
16788,68586.0,-1.03,-0.79,-2.35,5.13,-218.75,-16.3
16789,68593.0,-1.56,-0.19,-2.25,15.38,-234.38,-16.3
16790,68601.0,-1.77,0.42,-1.98,1.95,-265.62,-16.3
16791,68609.0,-1.85,0.31,-1.57,-20.94,-281.25,-16.36
16792,68616.0,-1.1,-0.67,-1.54,-83.62,-328.12,-16.36
16793,68624.0,0.68,-1.23,-1.5,-99.24,-296.88,-16.36
16794,68631.0,1.23,-0.92,-1.95,-138.55,-234.38,-16.36
16795,68638.0,1.24,-0.35,-2.72,-221.74,-125.0,-16.36
16796,68646.0,1.03,-0.28,-2.75,-285.52,-46.88,-16.36
16797,68654.0,1.06,-0.64,-2.48,-263.43,140.62,-16.36
16798,68661.0,-0.23,-0.67,-2.42,-195.07,250.0,-16.36
16799,68668.0,-1.04,-0.5,-2.25,-135.8,296.88,-16.36
16800,68676.0,-1.25,-0.67,-2.0,-97.53,312.5,-16.36
16801,68684.0,-1.32,-0.81,-1.56,-69.82,312.5,-16.36
16802,68691.0,-1.37,-0.9,-1.18,-52.98,312.5,-16.36
16803,68699.0,-1.31,-1.05,-0.85,-24.9,296.88,-16.36
16804,68706.0,-1.22,-1.11,-0.62,20.02,281.25,-16.36
16805,68714.0,-1.16,-1.01,-0.42,73.12,250.0,-16.36
16806,68721.0,-1.15,-0.81,-0.3,117.25,234.38,-16.36
16807,68730.0,-1.08,-0.54,-0.17,152.95,203.12,-16.36
16808,68737.0,-0.97,-0.4,-0.1,173.28,203.12,-16.36
16809,68744.0,-0.9,-0.28,-0.09,185.61,187.5,-16.36
16810,68751.0,-0.88,-0.15,-0.09,186.4,187.5,-16.36
16811,68758.0,-0.88,-0.06,-0.07,174.38,171.88,-16.36
16812,68766.0,-0.86,0.09,-0.04,146.06,156.25,-16.36
16813,68774.0,-0.8,0.2,0.02,110.84,156.25,-16.36
16814,68781.0,-0.69,0.21,0.12,81.42,140.62,-16.36
16815,68796.0,-0.47,0.22,0.25,38.02,109.38,-16.36
16816,68803.0,-0.34,0.21,0.28,23.86,93.75,-16.36
16817,68811.0,-0.2,0.13,0.31,13.18,78.12,-16.36
16818,68819.0,-0.09,0.07,0.3,7.75,46.88,-16.36
16819,68826.0,0.07,-0.03,0.13,10.01,15.62,-16.36
16820,68833.0,0.32,-0.16,-0.24,8.48,-31.25,-16.36
16821,68841.0,0.64,-0.37,-0.52,8.79,-62.5,-16.36
16822,68849.0,0.99,-0.7,-0.64,28.56,-93.75,-16.36
16823,68856.0,1.08,-0.91,-0.51,54.63,-78.12,-16.36
16824,68864.0,0.82,-0.81,-0.2,68.3,-78.12,-16.42
16825,68871.0,0.48,-0.49,-0.02,64.94,-78.12,-16.42
16826,68879.0,0.16,-0.19,0.1,48.4,-93.75,-16.42
16827,68886.0,0.0,-0.1,0.15,27.71,-125.0,-16.42
16828,68894.0,-0.11,-0.1,0.06,8.18,-171.88,-16.42
16829,68901.0,-0.17,-0.16,-0.11,-7.51,-203.12,-16.42
16830,68909.0,-0.19,-0.19,-0.36,-26.43,-218.75,-16.42
16831,68916.0,-0.21,-0.17,-0.54,-44.98,-234.38,-16.42
16832,68924.0,-0.27,-0.19,-0.91,-54.32,-234.38,-16.42
16833,68931.0,-0.37,-0.23,-1.37,-55.79,-218.75,-16.42
16834,68939.0,-0.53,-0.24,-1.75,-47.49,-218.75,-16.42
16835,68946.0,-0.9,-0.23,-2.09,-33.02,-203.12,-16.42
16836,68954.0,-1.31,-0.18,-2.41,-21.24,-187.5,-16.42
16837,68961.0,-1.89,-0.01,-2.44,-26.67,-187.5,-16.42
16838,68984.0,-1.66,0.15,-1.38,-69.34,-328.12,-16.42
16839,68991.0,0.02,-0.81,-1.07,-128.78,-343.75,-16.42
16840,68999.0,1.14,-1.15,-1.14,-177.49,-281.25,-16.42
16841,69006.0,0.91,-0.76,-2.49,-251.65,-171.88,-16.42
16842,69013.0,1.15,-1.61,-2.75,-258.0,-93.75,-16.42
16843,69021.0,1.89,-1.97,-2.44,-152.83,140.62,-16.42
16844,69029.0,-0.29,-1.08,-2.44,-61.04,265.62,-16.42
16845,69036.0,-1.09,-0.36,-2.19,-21.67,296.88,-16.42
16846,69043.0,-1.09,-0.48,-1.7,-4.15,328.12,-16.42
16847,69051.0,-1.06,-0.91,-1.22,18.25,343.75,-16.42
16848,69059.0,-1.19,-1.11,-0.93,29.97,343.75,-16.42
16849,69066.0,-1.25,-1.08,-0.65,54.99,328.12,-16.42
16850,69074.0,-1.19,-1.03,-0.42,81.91,312.5,-16.42
16851,69081.0,-1.08,-0.96,-0.25,114.32,281.25,-16.42
16852,69089.0,-1.01,-0.79,-0.06,148.68,250.0,-16.42
16853,69104.0,-0.77,-0.3,0.19,176.64,203.12,-16.42
16854,69111.0,-0.68,-0.12,0.25,176.03,203.12,-16.42
16855,69119.0,-0.63,0.05,0.28,159.42,187.5,-16.48
16856,69134.0,-0.64,0.4,0.37,96.13,156.25,-16.48
16857,69141.0,-0.61,0.51,0.36,50.17,140.62,-16.48
16858,69157.0,-0.44,0.56,0.34,-23.93,109.38,-16.48
16859,69164.0,-0.31,0.52,0.26,-44.07,93.75,-16.48
16860,69171.0,-0.13,0.35,0.13,-54.75,62.5,-16.48
16861,69186.0,0.33,-0.14,-0.4,-48.46,0.0,-16.48
16862,69194.0,0.64,-0.42,-0.55,-25.02,-31.25,-16.48
16863,69202.0,0.83,-0.61,-0.54,31.74,-31.25,-16.48
16864,69208.0,0.69,-0.63,-0.3,78.61,-31.25,-16.48
16865,69216.0,0.28,-0.38,0.03,104.25,-46.88,-16.48
16866,69223.0,0.03,-0.1,0.22,98.27,-62.5,-16.48
16867,69231.0,-0.17,0.14,0.31,73.3,-93.75,-16.48
16868,69239.0,-0.33,0.29,0.32,42.36,-140.62,-16.48
16869,69246.0,-0.55,0.44,0.25,11.05,-171.88,-16.48
16870,69254.0,-0.67,0.47,0.14,-19.1,-234.38,-16.48
16871,69261.0,-0.7,0.4,-0.07,-50.72,-265.62,-16.48
16872,69269.0,-0.65,0.36,-0.33,-79.77,-296.88,-16.48
16873,69276.0,-0.62,0.2,-0.75,-104.55,-296.88,-16.48
16874,69284.0,-0.57,-0.1,-1.45,-97.11,-296.88,-16.48
16875,69291.0,-0.5,-0.77,-2.2,-57.01,-250.0,-16.48
16876,69298.0,-0.65,-1.31,-2.54,10.07,-203.12,-16.48
16877,69306.0,-1.35,-1.42,-2.63,58.53,-187.5,-16.48
16878,69314.0,-2.01,-0.92,-2.27,91.19,-218.75,-16.48
16879,69321.0,-2.15,-0.29,-1.71,117.07,-265.62,-16.48
16880,69329.0,-1.65,-0.62,-1.28,132.93,-343.75,-16.48
16881,69336.0,0.35,-2.02,-1.08,99.79,-421.88,-16.48
16882,69344.0,2.43,-1.82,-1.21,13.67,-328.12,-16.48
16883,69351.0,2.41,-0.41,-2.46,-71.35,-171.88,-16.48
16884,69360.0,1.33,0.33,-3.16,-247.25,-62.5,-16.48
16885,69366.0,2.04,-0.31,-2.68,-259.16,78.12,-16.48
16886,69374.0,0.36,-0.67,-2.51,-196.72,218.75,-16.48
16887,69381.0,-0.66,-0.33,-2.25,-152.53,281.25,-16.54
16888,69388.0,-0.6,-0.51,-1.83,-141.11,328.12,-16.54
16889,69396.0,-0.49,-1.04,-1.34,-126.34,359.38,-16.54
16890,69404.0,-0.63,-1.25,-0.99,-117.13,390.62,-16.54
16891,69412.0,-0.87,-1.25,-0.67,-110.84,375.0,-16.54
16892,69419.0,-1.14,-1.17,-0.44,-87.83,343.75,-16.54
16893,69426.0,-1.21,-1.12,-0.26,-38.45,312.5,-16.54
16894,69434.0,-1.18,-1.01,-0.17,20.02,265.62,-16.54
16895,69441.0,-1.14,-0.78,-0.11,69.89,234.38,-16.54
16896,69449.0,-1.07,-0.55,-0.05,107.67,218.75,-16.54
16897,69464.0,-0.87,-0.1,0.05,143.68,203.12,-16.54
16898,69471.0,-0.83,0.08,0.06,140.32,203.12,-16.54
16899,69479.0,-0.82,0.29,0.09,119.32,187.5,-16.54
16900,69486.0,-0.81,0.46,0.16,86.49,187.5,-16.54
16901,69494.0,-0.77,0.57,0.26,49.07,171.88,-16.54
16902,69501.0,-0.7,0.65,0.34,12.88,156.25,-16.54
16903,69508.0,-0.64,0.69,0.41,-20.75,140.62,-16.54
16904,69516.0,-0.59,0.72,0.49,-48.16,125.0,-16.54
16905,69524.0,-0.59,0.69,0.52,-60.55,125.0,-16.54
16906,69531.0,-0.59,0.51,0.41,-36.62,93.75,-16.54
16907,69539.0,-0.52,0.17,0.27,-4.88,62.5,-16.54
16908,69554.0,0.09,-0.5,-0.36,58.53,-46.88,-16.54
16909,69561.0,0.47,-0.67,-0.39,104.98,-78.12,-16.54
16910,69569.0,0.63,-0.59,-0.2,135.8,-93.75,-16.54
16911,69600.0,-0.26,0.46,0.35,42.91,-156.25,-16.54
16912,69607.0,-0.36,0.4,0.24,28.87,-203.12,-16.54
16913,69615.0,-0.39,0.29,0.09,10.68,-250.0,-16.54
16914,69621.0,-0.38,0.22,-0.06,-2.32,-281.25,-16.54
16915,69629.0,-0.37,0.2,-0.22,-18.49,-296.88,-16.54
16916,69636.0,-0.42,0.24,-0.41,-35.64,-312.5,-16.6
16917,69644.0,-0.5,0.17,-0.72,-57.92,-312.5,-16.6
16918,69651.0,-0.6,-0.14,-1.26,-55.11,-296.88,-16.6
16919,69659.0,-0.7,-0.73,-1.82,-27.22,-281.25,-16.6
16920,69666.0,-0.94,-1.23,-2.13,24.48,-250.0,-16.6
16921,69673.0,-1.5,-1.5,-2.02,78.25,-265.62,-16.6
16922,69681.0,-1.82,-1.29,-1.81,133.79,-296.88,-16.6
16923,69689.0,-1.83,-0.59,-1.48,165.22,-375.0,-16.6
16924,69696.0,-0.72,-0.67,-1.49,136.29,-453.12,-16.6
16925,69704.0,1.45,-1.05,-1.67,-8.79,-421.88,-16.6
16926,69711.0,2.55,-0.55,-2.14,-153.56,-296.88,-16.6
16927,69718.0,2.37,-0.02,-3.17,-244.57,-140.62,-16.6
16928,69726.0,1.47,-0.64,-3.72,-290.95,-31.25,-16.6
16929,69736.0,1.24,-0.91,-3.1,-185.67,203.12,-16.6
16930,69742.0,-0.45,-0.08,-2.95,-149.6,265.62,-16.6
16931,69756.0,-0.57,-0.43,-1.85,-141.66,359.38,-16.6
16932,69763.0,-0.59,-0.97,-1.37,-134.16,406.25,-16.6
16933,69771.0,-0.92,-1.31,-0.97,-122.8,421.88,-16.6
16934,69779.0,-1.24,-1.4,-0.7,-103.21,406.25,-16.6
16935,69787.0,-1.34,-1.46,-0.45,-53.71,359.38,-16.6
16936,69795.0,-1.17,-1.25,-0.26,21.79,312.5,-16.6
16937,69801.0,-1.14,-1.01,-0.19,71.11,281.25,-16.6
16938,69808.0,-1.15,-0.69,-0.14,116.94,265.62,-16.6
16939,69817.0,-1.09,-0.4,-0.05,148.74,250.0,-16.6
16940,69824.0,-1.03,-0.17,0.02,161.8,234.38,-16.6
16941,69832.0,-0.98,0.02,0.11,160.16,218.75,-16.6
16942,69839.0,-0.91,0.24,0.18,143.07,203.12,-16.6
16943,69846.0,-0.85,0.37,0.28,120.79,187.5,-16.6
16944,69854.0,-0.74,0.45,0.39,93.44,171.88,-16.6
16945,69861.0,-0.61,0.5,0.49,63.78,140.62,-16.6
16946,69869.0,-0.52,0.63,0.59,31.62,140.62,-16.6
16947,69876.0,-0.48,0.72,0.57,13.92,125.0,-16.6
16948,69883.0,-0.49,0.63,0.32,27.65,109.38,-16.6
16949,69899.0,-0.24,0.16,-0.06,36.93,46.88,-16.66
16950,69906.0,0.02,-0.03,-0.42,52.98,0.0,-16.66
16951,69914.0,0.43,-0.35,-0.56,77.94,-31.25,-16.66
16952,69921.0,0.66,-0.56,-0.4,100.04,-46.88,-16.66
16953,69928.0,0.64,-0.56,-0.1,116.46,-62.5,-16.66
16954,69944.0,0.11,-0.03,0.46,97.29,-93.75,-16.66
16955,69952.0,-0.14,0.12,0.5,78.86,-125.0,-16.66
16956,69958.0,-0.27,0.2,0.48,61.34,-171.88,-16.66
16957,69966.0,-0.37,0.31,0.4,38.64,-218.75,-16.66
16958,69973.0,-0.4,0.31,0.22,19.65,-250.0,-16.66
16959,69982.0,-0.37,0.26,-0.0,-5.37,-281.25,-16.66
16960,69989.0,-0.38,0.25,-0.17,-31.49,-296.88,-16.66
16961,69997.0,-0.45,0.25,-0.33,-59.2,-296.88,-16.66
16962,70003.0,-0.56,0.16,-0.67,-86.43,-312.5,-16.66
16963,70011.0,-0.66,-0.03,-1.27,-83.5,-296.88,-16.66
16964,70019.0,-0.71,-0.53,-2.05,-46.88,-265.62,-16.66
16965,70026.0,-0.8,-1.02,-2.52,2.5,-234.38,-16.66
16966,70034.0,-1.29,-1.22,-2.52,50.48,-218.75,-16.66
16967,70041.0,-1.87,-1.07,-2.31,93.93,-234.38,-16.66
16968,70048.0,-2.44,-0.97,-1.76,114.62,-312.5,-16.66
16969,70056.0,-1.27,-1.39,-1.63,95.64,-406.25,-16.66
16970,70064.0,0.61,-1.29,-1.33,10.01,-453.12,-16.66
16971,70071.0,1.98,-0.45,-1.76,-113.53,-312.5,-16.66
16972,70079.0,1.56,0.65,-2.81,-253.3,-171.88,-16.66
16973,70086.0,1.35,-0.04,-3.27,-346.86,-62.5,-16.66
16974,70094.0,2.08,-1.13,-2.96,-265.87,140.62,-16.66
16975,70101.0,0.11,-0.44,-2.91,-170.47,250.0,-16.66
16976,70109.0,-0.53,0.41,-2.36,-160.4,312.5,-16.66
16977,70117.0,-0.56,0.14,-1.78,-168.52,343.75,-16.66
16978,70124.0,-0.49,-0.46,-1.11,-161.32,390.62,-16.66
16979,70131.0,-0.56,-1.08,-0.57,-148.32,421.88,-16.66
16980,70138.0,-0.87,-1.22,-0.31,-126.71,421.88,-16.66
16981,70147.0,-1.2,-1.09,-0.17,-85.39,390.62,-16.72
16982,70154.0,-1.31,-0.98,-0.02,-31.86,328.12,-16.72
16983,70162.0,-1.28,-0.86,0.11,31.07,281.25,-16.72
16984,70168.0,-1.23,-0.62,0.18,86.3,234.38,-16.72
16985,70176.0,-1.11,-0.36,0.18,124.82,218.75,-16.72
16986,70186.0,-0.93,0.04,0.21,155.09,203.12,-16.72
16987,70199.0,-0.81,0.44,0.23,162.29,187.5,-16.72
16988,70207.0,-0.8,0.61,0.24,137.94,171.88,-16.72
16989,70213.0,-0.8,0.76,0.31,101.01,171.88,-16.72
16990,70221.0,-0.81,0.85,0.4,59.39,156.25,-16.72
16991,70229.0,-0.84,0.96,0.54,17.03,140.62,-16.72
16992,70236.0,-0.84,0.98,0.52,-5.43,125.0,-16.72
16993,70244.0,-0.74,0.8,0.49,-15.81,93.75,-16.72
16994,70251.0,-0.6,0.43,0.35,5.31,62.5,-16.72
16995,70261.0,-0.22,-0.27,-0.36,63.23,-15.62,-16.72
16996,70266.0,0.09,-0.51,-0.59,63.72,-62.5,-16.72
16997,70274.0,0.67,-0.67,-0.64,96.25,-93.75,-16.72
16998,70281.0,0.99,-0.65,-0.46,139.4,-78.12,-16.72
16999,70289.0,0.8,-0.34,-0.09,145.51,-78.12,-16.72
17000,70296.0,0.43,0.07,0.15,114.62,-78.12,-16.72
17001,70304.0,0.1,0.31,0.18,62.07,-93.75,-16.72
17002,70311.0,-0.08,0.34,0.21,14.95,-125.0,-16.72
17003,70319.0,-0.24,0.33,0.2,-11.84,-156.25,-16.72
17004,70334.0,-0.32,0.06,-0.04,-25.63,-234.38,-16.72
17005,70341.0,-0.31,-0.1,-0.24,-22.52,-265.62,-16.72
17006,70348.0,-0.3,-0.31,-0.54,-9.22,-281.25,-16.72
17007,70357.0,-0.29,-0.55,-0.86,-13.37,-265.62,-16.72
17008,70364.0,-0.28,-0.88,-1.47,4.09,-250.0,-16.72
17009,70372.0,-0.43,-1.17,-1.77,44.92,-203.12,-16.72
17010,70378.0,-1.02,-1.24,-2.05,93.2,-203.12,-16.72
17011,70386.0,-1.62,-0.95,-2.09,128.36,-234.38,-16.72
17012,70394.0,-1.93,-0.24,-1.89,159.61,-265.62,-16.72
17013,70401.0,-2.24,0.05,-1.53,166.32,-328.12,-16.78
17014,70409.0,-1.22,-0.85,-1.13,91.98,-390.62,-16.78
17015,70416.0,0.58,-1.27,-1.12,-11.05,-375.0,-16.78
17016,70423.0,1.39,-0.7,-1.69,-143.92,-281.25,-16.78
17017,70439.0,1.29,-0.09,-2.95,-342.35,-93.75,-16.78
17018,70449.0,0.94,-0.63,-2.72,-317.69,140.62,-16.78
17019,70454.0,-0.39,-0.35,-2.71,-280.09,203.12,-16.78
17020,70461.0,-1.07,-0.2,-2.49,-246.58,250.0,-16.78
17021,70469.0,-0.99,-0.78,-2.06,-222.35,281.25,-16.78
17022,70476.0,-0.92,-1.17,-1.63,-197.39,312.5,-16.78
17023,70484.0,-1.07,-1.27,-1.24,-167.79,328.12,-16.78
17024,70491.0,-1.28,-1.21,-0.96,-130.55,328.12,-16.78
17025,70506.0,-1.12,-1.08,-0.43,-21.06,281.25,-16.78
17026,70515.0,-1.05,-0.74,-0.22,40.83,250.0,-16.78
17027,70522.0,-1.06,-0.45,-0.09,74.16,234.38,-16.78
17028,70529.0,-1.01,-0.16,0.05,102.23,218.75,-16.78
17029,70537.0,-0.93,0.08,0.17,116.21,203.12,-16.78
17030,70543.0,-0.86,0.3,0.27,116.46,187.5,-16.78
17031,70552.0,-0.82,0.47,0.33,103.7,171.88,-16.78
17032,70558.0,-0.82,0.6,0.37,81.18,171.88,-16.78
17033,70567.0,-0.81,0.75,0.45,45.17,140.62,-16.78
17034,70574.0,-0.79,0.83,0.55,11.35,125.0,-16.78
17035,70582.0,-0.75,0.93,0.64,-16.36,78.12,-16.78
17036,70588.0,-0.64,0.92,0.62,-24.54,46.88,-16.78
17037,70596.0,-0.46,0.74,0.52,-16.48,15.62,-16.78
17038,70604.0,-0.24,0.43,0.36,11.41,0.0,-16.78
17039,70611.0,0.03,-0.03,-0.26,74.71,-31.25,-16.78
17040,70626.0,1.02,-0.78,-0.94,144.96,-109.38,-16.78
17041,70633.0,1.3,-0.81,-0.93,210.27,-78.12,-16.78
17042,70641.0,1.03,-0.55,-0.6,223.75,-62.5,-16.78
17043,70657.0,0.14,0.31,0.02,135.13,-78.12,-16.85
17044,70664.0,-0.06,0.31,0.01,78.98,-109.38,-16.85
17045,70671.0,-0.24,0.26,0.02,39.18,-140.62,-16.85
17046,70679.0,-0.39,0.06,-0.02,14.22,-187.5,-16.85
17047,70686.0,-0.43,-0.15,-0.19,0.79,-218.75,-16.85
17048,70694.0,-0.41,-0.41,-0.53,-17.82,-234.38,-16.85
17049,70702.0,-0.34,-0.71,-0.99,-33.26,-234.38,-16.85
17050,70709.0,-0.28,-1.01,-1.45,-26.49,-203.12,-16.85
17051,70716.0,-0.4,-1.29,-1.68,10.86,-187.5,-16.85
17052,70723.0,-0.88,-1.28,-1.87,45.53,-171.88,-16.85
17053,70732.0,-1.51,-0.88,-1.95,71.17,-187.5,-16.85
17054,70739.0,-1.78,-0.38,-1.79,97.29,-218.75,-16.85
17055,70747.0,-1.92,0.02,-1.5,112.12,-281.25,-16.85
17056,70753.0,-1.51,-0.56,-1.22,95.58,-375.0,-16.85
17057,70761.0,0.76,-1.39,-1.27,6.41,-359.38,-16.85
17058,70769.0,1.63,-0.67,-1.35,-119.14,-250.0,-16.85
17059,70776.0,1.22,0.39,-2.57,-248.6,-140.62,-16.85
17060,70784.0,0.84,0.04,-2.85,-338.32,-31.25,-16.85
17061,70791.0,1.2,-1.03,-2.46,-297.3,109.38,-16.85
17062,70798.0,-0.16,-0.9,-2.25,-206.42,250.0,-16.85
17063,70806.0,-0.96,-0.41,-2.07,-157.29,312.5,-16.85
17064,70814.0,-1.19,-0.6,-1.66,-132.75,343.75,-16.85
17065,70821.0,-1.41,-0.95,-1.36,-117.86,359.38,-16.85
17066,70829.0,-1.59,-1.11,-0.99,-85.69,343.75,-16.85
17067,70836.0,-1.61,-1.14,-0.75,-47.73,312.5,-16.85
17068,70844.0,-1.39,-1.04,-0.48,6.29,296.88,-16.85
17069,70851.0,-1.24,-0.88,-0.36,50.84,281.25,-16.85
17070,70859.0,-1.16,-0.57,-0.22,92.71,250.0,-16.85
17071,70866.0,-1.15,-0.29,-0.13,117.25,234.38,-16.85
17072,70874.0,-1.09,-0.08,-0.01,130.0,234.38,-16.85
17073,70881.0,-1.02,0.05,0.08,131.96,218.75,-16.85
17074,70889.0,-0.99,0.15,0.18,126.95,203.12,-16.85
17075,70897.0,-1.0,0.23,0.23,114.62,187.5,-16.85
17076,70904.0,-0.99,0.31,0.22,95.52,171.88,-16.85
17077,70912.0,-0.94,0.4,-0.03,70.31,140.62,-16.91
17078,70918.0,-0.81,0.33,-0.24,50.96,125.0,-16.91
17079,70934.0,-0.44,0.09,-0.18,92.41,78.12,-16.91
17080,70949.0,-0.17,-0.1,-0.14,166.63,0.0,-16.91
